ID, UPDATE, DatetimeUTC, TimestampUTC, N_N71, BaB_A91, BaG_A91, BaR_A91, BsB0_S11, BsG0_S11, BsR0_S11, BbsB0_S11, BbsG0_S11, BbsR0_S11, BaB0_A11, BaB0_A12, BaG0_A11, BaG0_A12, BaR0_A11, BaR0_A12, BsB1_S11, BsG1_S11, BsR1_S11, BbsB1_S11, BbsG1_S11, BbsR1_S11, BaB1_A11, BaB1_A12, BaB1_A91, BaG1_A11, BaG1_A12, BaG1_A91, BaR1_A11, BaR1_A12, BaR1_A91, T0_S11, U0_S11, P0_S11, T1_S11, U1_S11, P1_S11, Ng_N71, BaBg_A91, BaGg_A91, BaRg_A91, BsB0g_S11, BsG0g_S11, BsR0g_S11, BbsB0g_S11, BbsG0g_S11, BbsR0g_S11, BaB0g_A11, BaB0g_A12, BaG0g_A11, BaG0g_A12, BaR0g_A11, BaR0g_A12, BsB1g_S11, BsG1g_S11, BsR1g_S11, BbsB1g_S11, BbsG1g_S11, BbsR1g_S11, BaB1g_A11, BaB1g_A12, BaB1g_A91, BaG1g_A11, BaG1g_A12, BaG1g_A91, datacol, BaR1g_A11, BaR1g_A12, BaR1g_A91, T0g_S11, U0g_S11, P0g_S11, T1g_S11, U1g_S11, P1g_S11, NN_N71, BaBN_A91, BaGN_A91, BaRN_A91, BsB0N_S11, BsG0N_S11, BsR0N_S11, BbsB0N_S11, BbsG0N_S11, BbsR0N_S11, BaB0N_A11, BaB0N_A12, BaG0N_A11, BaG0N_A12, BaR0N_A11, BaR0N_A12, BsB1N_S11, BsG1N_S11, BsR1N_S11, BbsB1N_S11, BbsG1N_S11, BbsR1N_S11, BaB1N_A11, BaB1N_A12, BaB1N_A91, BaG1N_A11, BaG1N_A12, BaG1N_A91, BaR1N_A11, BaR1N_A12, BaR1N_A91, T0N_S11, U0N_S11, P0N_S11, T1N_S11, U1N_S11, P1N_S11, Ba1_A81, Ba2_A81, Ba3_A81, Ba4_A81, Ba5_A81, Ba6_A81, Ba7_A81, X1_A81, X2_A81, X3_A81, X4_A81, X5_A81, X6_A81, X7_A81
87665, 0, 2019-01-02T00:00:00.000Z, 20190101160000, 988.9, 0.43, 0.35, 0.26, 6.06, 3.89, 2.08, 0.79, 0.56, 0.56, 0.67, 0.64, 0.59, 0.56, 0.42, 0.42, 9.01, 5.61, 3.07, 0.91, 0.75, 0.95, 0.74, 0.93, , 0.62, 0.77, , 0.55, 0.6, , 41.3, 8.7, 723.5, 41.3, 9, 718.3, 39.9, 0.22, 0.23, 0.15, 0.83, 0.77, 0.69, 0.49, 0.26, 0.41, 0.08, 0.19, 0.23, 0.16, 0.05, 0.13, 1.5, 1.12, 0.82, 0.39, 0.32, 0.38, 0.15, 0.16, , 0.08, 0.17, , , 0.23, 0.18, , 0.1, 0.1, 1.5, 0.1, 0.2, 0.5, 60, 54, 54, 54, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, 2.21, 1.85, 1.66, 1.54, 1.36, 1.08, 1.02, 0.054, 0.058, 0.058, 0.066, 0.06, 0.065, 0.062
87666, 0, 2019-01-02T01:00:00.000Z, 20190101170000, 1038.3, 0.4, 0.34, 0.25, 8.84, 5.89, 3.69, 1.44, 0.91, 0.8, 1.18, 0.96, 1.01, 0.81, 0.8, 0.62, 7.63, 4.21, 2.28, 1.02, 0.67, 0.6, 0.62, 0.69, , 0.6, 0.61, , 0.46, 0.47, , 41.1, 9.4, 723.4, 41.1, 9.3, 718.1, 88.8, 0.18, 0.19, 0.12, 1.42, 1.01, 0.75, 0.42, 0.3, 0.45, 0.18, 0.23, 0.2, 0.18, 0.23, 0.18, 1.54, 1.03, 0.68, 0.57, 0.26, 0.3, 0.25, 0.21, , 0.3, 0.16, , , 0.27, 0.2, , 0.1, 0.2, 1.4, 0.1, 0.2, 0.6, 60, 54, 54, 54, 26, 26, 26, 26, 26, 26, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 29, 29, 29, 2.23, 1.84, 1.63, 1.45, 1.29, 1.02, 0.89, 0.057, 0.06, 0.059, 0.06, 0.058, 0.061, 0.06
87667, 0, 2019-01-02T02:00:00.000Z, 20190101180000, 575.4, 0.17, 0.16, 0.11, 5.04, 3.41, 2.06, 1.06, 0.7, 0.55, 0.27, 0.46, 0.27, 0.41, 0.21, 0.3, 2.43, 1.79, 1.1, 0.91, 0.28, 0.5, 0.18, 0.19, , 0.14, 0.19, , 0.06, 0.12, , 40.9, 9.5, 723.1, 41.2, 9.1, 717.9, 291.2, 0.2, 0.17, 0.13, 2.22, 1.06, 0.81, 0.54, 0.45, 0.55, 0.08, 0.24, 0.08, 0.17, 0.11, 0.23, 1.54, 0.75, 0.49, 0.42, 0.23, 0.32, 0.07, 0.19, , 0.05, 0.17, , , 0.02, 0.22, , 0.1, 0.2, 1.4, 0.2, 0.2, 0.6, 60, 54, 54, 54, 27, 27, 27, 27, 27, 27, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 30, 30, 30, 30, 30, 30, 0.83, 0.63, 0.53, 0.26, 0.39, 0.2, 0.15, 0.025, 0.024, 0.023, 0.023, 0.022, 0.019, 0.017
87668, 0, 2019-01-02T03:00:00.000Z, 20190101190000, 215.6, 0.06, 0.05, 0.03, 1.39, 1.15, 0.73, -0.06, 0.08, 0.22, 0.21, 0.08, 0.22, 0.07, 0.13, 0.05, 0.73, 0.89, 0.49, -0.15, 0, 0.26, 0.13, 0.09, , 0.11, 0.05, , 0.06, 0.05, , 41.3, 9, 722.9, 41.4, 8.8, 717.6, 48.9, 0.16, 0.15, 0.1, 1.25, 0.76, 0.68, 0.53, 0.31, 0.4, 0.14, 0.16, 0.07, 0.16, 0.02, 0.2, 0.9, 0.49, 0.49, 0.48, 0.24, 0.45, 0.25, 0.14, , 0.11, 0.11, , , 0.09, 0.24, , 0.1, 0.2, 1.4, 0.1, 0.1, 0.6, 60, 54, 54, 54, 27, 27, 27, 27, 27, 27, 3, 26, 3, 26, 3, 26, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 30, 30, 30, 29, 29, 29, 0.21, 0.18, 0.15, -0.06, 0.13, 0.06, 0.05, 0.006, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006
87669, 0, 2019-01-02T04:00:00.000Z, 20190101200000, 282.6, 0.03, 0.02, 0.02, 0.54, 0.71, 0.79, 0.37, 0.23, 0.39, 0.02, 0.07, 0.06, 0.05, 0.07, 0.04, 0.5, 0.43, 0.43, 0.27, 0.25, 0.24, 0.13, 0.06, , 0.07, 0.05, , 0.19, 0.04, , 41.2, 8.8, 722.7, 41.3, 8.4, 717.7, 28.9, 0.2, 0.21, 0.14, 0.79, 0.47, 0.72, 0.46, 0.24, 0.42, 0.08, 0.14, 0.08, 0.11, 0.08, 0.19, 0.88, 0.37, 0.47, 0.39, 0.27, 0.38, 0.21, 0.16, , 0.23, 0.12, , , 0.13, 0.19, , 0.1, 0.2, 1.5, 0.1, 0.1, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 28, 3, 28, 3, 28, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 0.22, 0.21, 0.18, 0.17, 0.14, 0.21, 0.15, 0.004, 0.004, 0.004, 0, 0.002, 0.004, 0.003
87670, 0, 2019-01-02T05:00:00.000Z, 20190101210000, 389.8, 0.05, 0.05, 0.03, 0.92, 0.77, 0.82, 0.21, 0.13, 0.46, 0.1, 0.09, 0.04, 0.09, 0.05, 0.07, 1.08, 0.76, 0.48, 0.4, 0.15, 0.34, 0, 0.12, , 0.02, 0.09, , 0, 0.07, , 41.2, 9, 722.9, 41.4, 8.3, 718, 53.5, 0.16, 0.17, 0.1, 0.61, 0.46, 0.8, 0.44, 0.25, 0.37, 0.14, 0.18, 0.11, 0.13, 0.11, 0.18, 0.8, 0.38, 0.45, 0.52, 0.29, 0.38, 0.33, 0.18, , 0.23, 0.13, , , 0.19, 0.21, , 0.1, 0.1, 1.4, 0.1, 0.2, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 28, 3, 28, 3, 28, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 0.29, 0.25, 0.23, 0.37, 0.15, 0.12, 0.07, 0.008, 0.009, 0.009, 0.01, 0.009, 0.009, 0.007
87671, 0, 2019-01-02T06:00:00.000Z, 20190101220000, 418.9, 0.06, 0.05, 0.04, 1.11, 0.86, 0.84, 0.42, 0.12, 0.19, -0.02, 0.11, 0.04, 0.1, 0.04, 0.08, 1.14, 0.52, 0.39, 0.49, -0.04, 0.24, 0.16, 0.15, , 0.18, 0.13, , 0.12, 0.11, , 41.4, 8.6, 723.4, 41.5, 8.5, 718.7, 60.5, 0.17, 0.19, 0.12, 0.68, 0.46, 0.61, 0.39, 0.29, 0.37, 0.08, 0.16, 0.05, 0.16, 0.19, 0.19, 0.6, 0.4, 0.65, 0.49, 0.23, 0.37, 0.16, 0.11, , 0.16, 0.13, , , 0.18, 0.15, , 0.1, 0.1, 1.5, 0.1, 0.2, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 28, 3, 28, 3, 28, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 0.34, 0.3, 0.28, 0.44, 0.21, 0.18, 0.15, 0.009, 0.01, 0.01, 0.013, 0.011, 0.013, 0.012
87672, 0, 2019-01-02T07:00:00.000Z, 20190101230000, 534.3, 0.1, 0.08, 0.07, 1.79, 1.53, 1.56, 0.19, 0.22, 0.23, 0.29, 0.18, 0.32, 0.16, 0.26, 0.13, 1.29, 1.01, 1.04, 0.19, 0.09, 0.22, 0.25, 0.19, , 0.23, 0.16, , 0.22, 0.13, , 41.3, 8.7, 724.1, 41.3, 8.9, 719.1, 16.6, 0.17, 0.13, 0.1, 0.85, 0.5, 0.55, 0.48, 0.22, 0.31, 0.2, 0.17, 0.11, 0.15, 0.02, 0.16, 0.86, 0.45, 0.38, 0.47, 0.29, 0.37, 0.07, 0.17, , 0.07, 0.12, , , 0.09, 0.09, , 0.1, 0.2, 1.5, 0.1, 0.2, 0.5, 60, 56, 56, 56, 26, 26, 26, 26, 26, 26, 3, 28, 3, 28, 3, 28, 26, 26, 26, 26, 26, 26, 3, 26, , 3, 26, , 3, 26, , 29, 29, 29, 29, 29, 29, 0.54, 0.48, 0.44, 0.41, 0.38, 0.31, 0.31, 0.013, 0.015, 0.015, 0.01, 0.017, 0.018, 0.019
87673, 0, 2019-01-02T08:00:00.000Z, 20190102000000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87674, 0, 2019-01-02T09:00:00.000Z, 20190102010000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87675, 0, 2019-01-02T10:00:00.000Z, 20190102020000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87676, 0, 2019-01-02T11:00:00.000Z, 20190102030000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87677, 0, 2019-01-02T12:00:00.000Z, 20190102040000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87678, 0, 2019-01-02T13:00:00.000Z, 20190102050000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87679, 0, 2019-01-02T14:00:00.000Z, 20190102060000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87680, 0, 2019-01-02T15:00:00.000Z, 20190102070000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87681, 0, 2019-01-02T16:00:00.000Z, 20190102080000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87682, 0, 2019-01-02T17:00:00.000Z, 20190102090000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87683, 0, 2019-01-02T18:00:00.000Z, 20190102100000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87684, 0, 2019-01-02T19:00:00.000Z, 20190102110000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87685, 0, 2019-01-02T20:00:00.000Z, 20190102120000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87686, 0, 2019-01-02T21:00:00.000Z, 20190102130000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87687, 0, 2019-01-02T22:00:00.000Z, 20190102140000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87688, 0, 2019-01-02T23:00:00.000Z, 20190102150000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87689, 0, 2019-01-03T00:00:00.000Z, 20190102160000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87690, 0, 2019-01-03T01:00:00.000Z, 20190102170000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87691, 0, 2019-01-03T02:00:00.000Z, 20190102180000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87692, 0, 2019-01-03T03:00:00.000Z, 20190102190000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87693, 0, 2019-01-03T04:00:00.000Z, 20190102200000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87694, 0, 2019-01-03T05:00:00.000Z, 20190102210000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87695, 0, 2019-01-03T06:00:00.000Z, 20190102220000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87696, 0, 2019-01-03T07:00:00.000Z, 20190102230000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87697, 0, 2019-01-03T08:00:00.000Z, 20190103000000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87698, 0, 2019-01-03T09:00:00.000Z, 20190103010000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87699, 0, 2019-01-03T10:00:00.000Z, 20190103020000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87700, 0, 2019-01-03T11:00:00.000Z, 20190103030000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87701, 0, 2019-01-03T12:00:00.000Z, 20190103040000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87702, 0, 2019-01-03T13:00:00.000Z, 20190103050000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87703, 0, 2019-01-03T14:00:00.000Z, 20190103060000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87704, 0, 2019-01-03T15:00:00.000Z, 20190103070000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87705, 0, 2019-01-03T16:00:00.000Z, 20190103080000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87706, 0, 2019-01-03T17:00:00.000Z, 20190103090000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87707, 0, 2019-01-03T18:00:00.000Z, 20190103100000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87708, 0, 2019-01-03T19:00:00.000Z, 20190103110000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87709, 0, 2019-01-03T20:00:00.000Z, 20190103120000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87710, 0, 2019-01-03T21:00:00.000Z, 20190103130000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87711, 0, 2019-01-03T22:00:00.000Z, 20190103140000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87712, 0, 2019-01-03T23:00:00.000Z, 20190103150000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87713, 0, 2019-01-04T00:00:00.000Z, 20190103160000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87714, 0, 2019-01-04T01:00:00.000Z, 20190103170000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87715, 0, 2019-01-04T02:00:00.000Z, 20190103180000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87716, 0, 2019-01-04T03:00:00.000Z, 20190103190000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87717, 0, 2019-01-04T04:00:00.000Z, 20190103200000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87718, 0, 2019-01-04T05:00:00.000Z, 20190103210000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87719, 0, 2019-01-04T06:00:00.000Z, 20190103220000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87720, 0, 2019-01-04T07:00:00.000Z, 20190103230000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87721, 0, 2019-01-04T08:00:00.000Z, 20190104000000, 345.3, 0.03, 0.01, 0.02, 0.19, 0.3, 0.12, -0.11, 0.09, 0.16, 0, 0.04, 0.04, 0.03, 0.08, 0.02, 0.72, 0.2, 0.13, 0.08, 0.11, 0.11, 0.03, 0.07, , 0.1, 0.07, , 0.11, 0.05, , 42, 8.1, 726, 42, 8.5, 721.1, 12.5, 0.51, 0.4, 0.33, 0.68, 0.39, 0.58, 0.56, 0.33, 0.35, 0.26, 0.19, 0.27, 0.18, 0.41, 0.18, 0.65, 0.33, 0.5, 0.42, 0.26, 0.37, 0.18, 0.24, , 0.23, 0.2, , , 0.19, 0.25, , 0.1, 0.1, 1.5, 0.1, 0.2, 0.7, 60, 55, 55, 55, 26, 26, 26, 26, 26, 26, 3, 27, 3, 27, 3, 27, 26, 26, 26, 26, 26, 26, 3, 25, , 3, 25, , 3, 25, , 29, 29, 29, 30, 30, 30, 0.18, 0.13, 0.2, 0.17, 0.18, 0.16, 0.18, 0.005, 0.006, 0.006, 0.012, 0.008, 0.011, 0.01
